Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2022);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
205;11300153314;"European Journal of Engineering Education";journal;"03043797, 14695898";"Taylor and Francis Ltd.";No;No;0,742;Q1;65;76;183;4528;700;174;4,06;59,58;53,47;5;33;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1975-2025";"Education (Q1); Engineering (miscellaneous) (Q1)";"Engineering; Social Sciences"
206;19800188077;"British Journal of Music Education";journal;"02650517, 14692104";"Cambridge University Press";No;No;0,741;Q1;30;25;59;941;101;52;1,86;37,64;59,46;0;1;United Kingdom;Western Europe;"Cambridge University Press";"1984-1998, 2007-2025";"Education (Q1); Music (Q1)";"Arts and Humanities; Social Sciences"
207;100147327;"Discourse";journal;"01596306, 14693739";"Routledge";Yes;No;0,740;Q1;70;65;201;3214;512;192;2,22;49,45;54,13;4;22;United Kingdom;Western Europe;"Routledge";"1980-2025";"Education (Q1); Linguistics and Language (Q1); Social Sciences (miscellaneous) (Q1)";"Social Sciences"
208;5800207893;"Language Learning and Development";journal;"15475441, 15473341";"Taylor and Francis Ltd.";No;No;0,738;Q1;37;24;64;1887;116;64;1,88;78,63;74,24;0;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
209;200147133;"International Journal of Lifelong Education";journal;"1464519X, 02601370";"Routledge";No;No;0,736;Q1;57;42;132;2592;260;119;1,77;61,71;43,68;3;18;United Kingdom;Western Europe;"Routledge";"1982-2025";"Education (Q1); E-learning (Q2); Life-span and Life-course Studies (Q2)";"Social Sciences"
210;21101046170;"Journal of Statistics and Data Science Education";journal;"26939169";"Taylor and Francis Ltd.";Yes;Yes;0,730;Q1;40;34;119;1290;227;102;1,91;37,94;57,32;0;6;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2021-2025";"Education (Q1); Management Science and Operations Research (Q2); Statistics and Probability (Q2)";"Decision Sciences; Mathematics; Social Sciences"
211;21100894523;"She Ji";journal;"24058718, 24058726";"";Yes;No;0,728;Q1;26;26;104;1438;298;65;2,80;55,31;38,00;0;6;Netherlands;Western Europe;"";"2015-2024";"Economics, Econometrics and Finance (miscellaneous) (Q1); Education (Q1); Visual Arts and Performing Arts (Q1); Management of Technology and Innovation (Q2)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
212;21100934557;"Journal of Intelligence";journal;"20793200";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,727;Q1;32;127;125;9525;339;107;2,81;75,00;44,87;4;38;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2013-2025";"Education (Q1); Developmental and Educational Psychology (Q2); Experimental and Cognitive Psychology (Q2); Cognitive Neuroscience (Q3)";"Neuroscience; Psychology; Social Sciences"
213;4400151601;"Asia Pacific Education Review";journal;"15981037";"Springer Netherlands";No;No;0,723;Q1;50;57;144;3575;455;142;2,83;62,72;46,34;1;34;Netherlands;Western Europe;"Springer Netherlands";"2003, 2005-2025";"Education (Q1)";"Social Sciences"
214;17900156720;"European Early Childhood Education Research Journal";journal;"1350293X, 17521807";"Taylor and Francis Ltd.";No;No;0,723;Q1;51;66;196;3135;438;178;2,40;47,50;84,51;0;14;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1993-1995, 1999, 2002-2003, 2007-2025";"Education (Q1); Developmental and Educational Psychology (Q2)";"Psychology; Social Sciences"
215;19700188267;"Accounting Education";journal;"14684489, 09639284";"Routledge";No;No;0,721;Q1;54;26;79;1837;337;78;4,92;70,65;54,10;1;10;United Kingdom;Western Europe;"Routledge";"1992-1996, 1998, 2000-2025";"Education (Q1); Accounting (Q2)";"Business, Management and Accounting; Social Sciences"
216;12860;"Compare";journal;"14693623, 03057925";"Routledge";No;No;0,719;Q1;60;71;197;3802;496;187;2,54;53,55;50,29;15;28;United Kingdom;Western Europe;"Routledge";"1975-2025";"Education (Q1)";"Social Sciences"
217;145757;"Chemistry Education Research and Practice";journal;"11094028, 17561108";"Royal Society of Chemistry";Yes;No;0,711;Q1;62;90;218;6158;575;216;2,71;68,42;56,97;1;17;United Kingdom;Western Europe;"Royal Society of Chemistry";"2005-2025";"Chemistry (miscellaneous) (Q1); Education (Q1)";"Chemistry; Social Sciences"
218;26168;"Computers and Composition";journal;"87554615";"Elsevier Ltd";No;No;0,711;Q1;46;24;122;1023;295;117;2,31;42,63;60,00;1;4;United Kingdom;Western Europe;"Elsevier Ltd";"1983-2025";"Computer Science (miscellaneous) (Q1); Education (Q1); Linguistics and Language (Q1)";"Computer Science; Social Sciences"
219;23837;"Linguistics and Education";journal;"08985898";"Elsevier Ltd";No;No;0,710;Q1;63;90;167;5680;368;162;1,91;63,11;61,27;2;13;United Kingdom;Western Europe;"Elsevier Ltd";"1988-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
220;21367;"Innovations in Education and Teaching International";journal;"14703297, 14703300";"Taylor and Francis Ltd.";No;No;0,708;Q1;69;70;212;2007;543;196;2,30;28,67;50,00;3;13;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2025";"Education (Q1)";"Social Sciences"
221;21100801727;"Digital Library Perspectives";journal;"20595816, 20595824";"Emerald Publishing";No;No;0,707;Q1;28;36;91;1278;185;82;2,10;35,50;54,17;0;6;United Kingdom;Western Europe;"Emerald Publishing";"2016-2025";"Education (Q1); Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
222;12373;"Journal of Computer Information Systems";journal;"08874417";"Taylor and Francis Ltd.";No;No;0,691;Q1;81;106;148;6443;593;148;3,67;60,78;36,47;4;19;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2025";"Education (Q1); Computer Networks and Communications (Q2); Information Systems (Q2)";"Computer Science; Social Sciences"
223;5700154786;"Journal of Vocational Education and Training";journal;"17475090, 13636820";"Routledge";No;No;0,688;Q1;45;35;91;1633;291;87;3,47;46,66;48,65;11;27;United Kingdom;Western Europe;"Routledge";"1996-2025";"Education (Q1)";"Social Sciences"
224;5700183394;"First Language";journal;"17402344, 01427237";"SAGE Publications Ltd";No;No;0,688;Q2;53;57;111;2220;238;108;1,78;38,95;80,14;1;7;United Kingdom;Western Europe;"SAGE Publications Ltd";"1980-1984, 1986-2025";"Linguistics and Language (Q1); Education (Q2)";"Social Sciences"
225;200147107;"Communication Reports";journal;"08934215";"Taylor and Francis Ltd.";No;No;0,687;Q2;31;14;41;454;118;41;2,37;32,43;46,15;1;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1988-1995, 2005-2025";"Communication (Q1); Linguistics and Language (Q1); Education (Q2)";"Social Sciences"
226;19700187624;"Open Learning";journal;"02680513, 14699958";"Routledge";No;No;0,686;Q2;45;31;57;1389;189;48;3,92;44,81;56,90;2;13;United Kingdom;Western Europe;"Routledge";"1970, 1986-2025";"Education (Q2); E-learning (Q2)";"Social Sciences"
227;24810;"Journal of Moral Education";journal;"14653877, 03057240";"Routledge";No;No;0,685;-;54;37;105;1706;215;98;2,03;46,11;47,76;2;6;United Kingdom;Western Europe;"Routledge";"1971-2025";"Religious Studies (Q1)";"Arts and Humanities"
228;21100778091;"Journal of Adult and Continuing Education";journal;"14779714, 14797194";"SAGE Publications Inc.";No;No;0,684;Q2;14;35;51;1763;170;45;3,82;50,37;53,62;2;15;United Kingdom;Western Europe;"SAGE Publications Inc.";"2014, 2016-2025";"Education (Q2)";"Social Sciences"
229;19700201439;"Studying Teacher Education";journal;"17425972, 17425964";"Taylor and Francis Ltd.";No;No;0,682;Q2;26;21;66;847;108;57;1,51;40,33;76,60;0;7;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2024";"Education (Q2)";"Social Sciences"
230;17539;"Academic Psychiatry";journal;"15457230, 10429670";"Springer International Publishing AG";Yes;No;0,680;Q2;59;167;502;2809;736;247;1,38;16,82;57,45;6;35;Switzerland;Western Europe;"Springer International Publishing AG";"1989-2025";"Education (Q2); Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2)";"Medicine; Social Sciences"
231;85257;"Studies in Philosophy and Education";journal;"00393746";"Springer Netherlands";No;No;0,678;Q2;41;48;130;1830;219;118;1,30;38,13;34,04;2;7;Netherlands;Western Europe;"Springer Netherlands";"1960-1970, 1972-1976, 1979, 1990-2025";"Philosophy (Q1); Education (Q2)";"Arts and Humanities; Social Sciences"
232;20324;"Journal of Educational Administration and History";journal;"14787431, 00220620";"Routledge";No;No;0,675;Q2;31;31;89;1478;148;71;1,75;47,68;47,50;2;13;United Kingdom;Western Europe;"Routledge";"1968-2000, 2010-2025";"Sociology and Political Science (Q1); Education (Q2)";"Social Sciences"
233;19900192117;"Journal of Adventure Education and Outdoor Learning";journal;"17540402, 14729679";"Routledge";No;No;0,669;Q2;34;28;82;1485;212;81;2,48;53,04;57,38;1;4;United Kingdom;Western Europe;"Routledge";"2010-2025";"Education (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2)";"Health Professions; Social Sciences"
234;21100897232;"REICE. Revista Iberoamericana Sobre Calidad, Eficacia y Cambio en Educacion";journal;"16964713";"Universidad Autonoma de Madrid";Yes;Yes;0,666;Q2;29;29;90;1475;214;89;2,15;50,86;53,75;0;14;Spain;Western Europe;"Universidad Autonoma de Madrid";"2003-2025";"Cultural Studies (Q1); Sociology and Political Science (Q1); Education (Q2)";"Social Sciences"
235;200147111;"International Journal of Qualitative Studies in Education";journal;"09518398";"Routledge";No;No;0,664;Q2;82;92;212;4602;430;208;1,70;50,02;64,24;1;23;United Kingdom;Western Europe;"Routledge";"1988-2025";"Education (Q2)";"Social Sciences"
236;21100398003;"International Journal of Information and Learning Technology";journal;"20564899, 20564880";"Emerald Group Publishing Ltd.";No;No;0,662;Q2;45;31;91;1674;327;89;3,88;54,00;44,44;0;16;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2015-2025";"Computer Networks and Communications (Q2); Computer Science Applications (Q2); Education (Q2)";"Computer Science; Social Sciences"
237;21100935978;"Frontiers in Education";journal;"2504284X";"Frontiers Media SA";Yes;No;0,661;Q2;55;1020;967;58580;2826;951;2,57;57,43;58,04;58;459;Switzerland;Western Europe;"Frontiers Media SA";"2016-2025";"Education (Q2)";"Social Sciences"
238;21100899437;"Frontline Learning Research";journal;"22953159";"European Association for Research on Learning and Instruction";Yes;No;0,660;Q2;28;8;76;483;176;71;1,87;60,38;66,67;0;0;Belgium;Western Europe;"European Association for Research on Learning and Instruction";"2013-2025";"Education (Q2)";"Social Sciences"
239;21100344997;"Research Ethics";journal;"17470161, 20476094";"SAGE Publications Ltd";Yes;No;0,660;Q2;21;24;75;788;169;72;2,33;32,83;55,07;2;6;United Kingdom;Western Europe;"SAGE Publications Ltd";"2014-2025";"Philosophy (Q1); Education (Q2)";"Arts and Humanities; Social Sciences"
240;21100887617;"Education Inquiry";journal;"20004508";"Taylor and Francis Ltd.";Yes;Yes;0,656;Q2;30;27;68;1458;189;62;2,87;54,00;52,17;6;4;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2025";"Sociology and Political Science (Q1); Education (Q2); Public Administration (Q2)";"Social Sciences"
241;12100156320;"Mind, Brain, and Education";journal;"17512271, 1751228X";"Wiley-Blackwell Publishing Ltd";No;No;0,656;Q2;50;31;106;1671;252;91;2,27;53,90;64,93;1;7;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2008-2025";"Developmental and Educational Psychology (Q2); Education (Q2); Experimental and Cognitive Psychology (Q2); Cognitive Neuroscience (Q3)";"Neuroscience; Psychology; Social Sciences"
242;18735;"Accountability in Research";journal;"15455815, 08989621";"Taylor and Francis Ltd.";No;No;0,654;Q2;40;30;98;1101;240;76;2,66;36,70;38,36;2;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1989-2025";"Library and Information Sciences (Q1); Education (Q2); Medicine (miscellaneous) (Q2)";"Medicine; Social Sciences"
243;21100894554;"Multidisciplinary Journal of Educational Research";journal;"20142862";"Hipatia Editorial";Yes;No;0,651;Q2;10;13;36;609;131;36;4,79;46,85;48,57;1;8;Spain;Western Europe;"Hipatia Editorial";"2018-2024";"Sociology and Political Science (Q1); Developmental and Educational Psychology (Q2); Education (Q2)";"Psychology; Social Sciences"
244;5700191217;"European Educational Research Journal";journal;"14749041";"SAGE Publications Inc.";No;No;0,649;Q2;53;59;127;3620;332;124;2,66;61,36;62,91;10;33;United Kingdom;Western Europe;"SAGE Publications Inc.";"2003, 2005, 2007-2025";"Education (Q2)";"Social Sciences"
245;21100220372;"International Journal of Mobile Learning and Organisation";journal;"17467268, 1746725X";"Inderscience";No;No;0,647;Q2;31;25;74;1286;206;68;2,17;51,44;44,44;0;12;Switzerland;Western Europe;"Inderscience";"2007-2024";"Computer Science Applications (Q2); Education (Q2); E-learning (Q2)";"Computer Science; Social Sciences"
246;5800207538;"Journal of Early Childhood Literacy";journal;"14687984";"SAGE Publications Ltd";No;No;0,646;Q2;51;31;78;1333;204;76;2,50;43,00;83,33;2;10;United Kingdom;Western Europe;"SAGE Publications Ltd";"2001-2025";"Education (Q2)";"Social Sciences"
247;21100897951;"Journal of Interactive Media in Education";journal;"1365893X";"Ubiquity Press";Yes;Yes;0,642;Q2;20;9;63;348;202;57;2,89;38,67;53,33;0;1;United Kingdom;Western Europe;"Ubiquity Press";"2018-2024";"Communication (Q1); Computer Networks and Communications (Q2); Education (Q2)";"Computer Science; Social Sciences"
248;5700166357;"Social Work Education";journal;"14701227, 02615479";"Taylor and Francis Ltd.";No;No;0,639;Q2;54;109;234;5132;538;225;2,34;47,08;68,07;6;55;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1981-2025";"Social Sciences (miscellaneous) (Q1); Education (Q2); Social Work (Q2)";"Social Sciences"
249;5700168957;"Educational Action Research";journal;"17475074, 09650792";"Routledge";No;No;0,638;Q2;48;55;152;2251;273;137;1,52;40,93;64,96;5;27;United Kingdom;Western Europe;"Routledge";"1993-2025";"Education (Q2)";"Social Sciences"
250;21100220340;"Revista de Investigacion Educativa";journal;"02124068, 19899106";"University of Murcia";Yes;Yes;0,635;Q2;28;30;91;1504;233;90;2,40;50,13;56,67;5;16;Spain;Western Europe;"University of Murcia";"2012-2025";"Education (Q2)";"Social Sciences"
251;21100900141;"Pixel-Bit, Revista de Medios y Educacion";journal;"11338482, 21717966";"Universidad de Sevilla";Yes;Yes;0,629;Q2;20;30;90;1323;286;90;3,15;44,10;57,14;1;15;Spain;Western Europe;"Universidad de Sevilla";"2018-2025";"Computer Networks and Communications (Q2); Computer Science Applications (Q2); Education (Q2); Information Systems (Q2)";"Computer Science; Social Sciences"
252;20500195402;"Psychology Learning and Teaching";journal;"14757257";"SAGE Publications Inc.";No;No;0,629;Q2;24;22;76;944;132;58;2,00;42,91;67,31;1;7;United Kingdom;Western Europe;"SAGE Publications Inc.";"2011-2024";"Education (Q2); Psychology (miscellaneous) (Q2)";"Psychology; Social Sciences"
253;21100863103;"European Journal of Higher Education";journal;"21568235, 21568243";"Taylor and Francis Ltd.";No;No;0,627;Q2;34;29;87;1480;230;82;2,83;51,03;62,35;2;11;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2011-2025";"Education (Q2)";"Social Sciences"
254;21100943538;"Revista Internacional de Educacion para la Justicia Social";journal;"22543139";"Universidad Autonoma de Madrid";Yes;Yes;0,623;Q2;20;24;102;1044;227;101;2,38;43,50;53,97;2;19;Spain;Western Europe;"Universidad Autonoma de Madrid";"2012-2024";"Sociology and Political Science (Q1); Education (Q2)";"Social Sciences"
255;21100203911;"European Journal of Training and Development";journal;"20469012, 20469020";"Emerald Publishing";No;No;0,621;Q2;73;57;134;4471;378;133;2,58;78,44;50,00;0;23;United Kingdom;Western Europe;"Emerald Publishing";"2012-2025";"Business, Management and Accounting (miscellaneous) (Q2); Education (Q2); Organizational Behavior and Human Resource Management (Q2)";"Business, Management and Accounting; Social Sciences"
256;4700152821;"Journal of Research in Childhood Education";journal;"02568543";"Taylor and Francis Ltd.";No;No;0,620;Q2;41;42;117;2372;232;113;1,88;56,48;77,31;1;22;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1986-2025";"Developmental and Educational Psychology (Q2); Education (Q2)";"Psychology; Social Sciences"
257;19300157109;"Irish Educational Studies";journal;"17474965, 03323315";"Taylor and Francis Ltd.";No;No;0,617;Q2;33;47;115;2069;249;111;2,36;44,02;56,20;12;23;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1981-1986, 1988-1996, 1998-2025";"Education (Q2)";"Social Sciences"
258;29543;"Australian Journal of Education";journal;"00049441, 20505884";"SAGE Publications Inc.";No;No;0,614;Q2;44;21;62;882;123;53;1,55;42,00;67,39;1;13;United Kingdom;Western Europe;"SAGE Publications Inc.";"1992-2024";"Education (Q2)";"Social Sciences"
259;21100297818;"International Journal of Instruction (discontinued)";journal;"1694609X, 13081470";"Gate Association for Teaching and Education";Yes;No;0,612;Q2;46;238;737;11862;2157;729;2,92;49,84;46,33;3;83;Switzerland;Western Europe;"Gate Association for Teaching and Education";"2013-2023";"Education (Q2)";"Social Sciences"
260;29615;"Health Education Research";journal;"14653648, 02681153";"Oxford University Press";No;No;0,610;Q2;121;34;147;1351;343;147;2,39;39,74;70,72;4;18;United Kingdom;Western Europe;"Oxford University Press";"1986-2024";"Education (Q2); Public Health, Environmental and Occupational Health (Q2)";"Medicine; Social Sciences"
261;5800179626;"Reading and Writing Quarterly";journal;"15210693, 10573569";"Taylor and Francis Ltd.";No;No;0,608;Q2;45;32;102;2018;200;100;2,14;63,06;63,54;3;23;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-2025";"Linguistics and Language (Q1); Education (Q2)";"Social Sciences"
262;200147113;"Teaching Education";journal;"14701286, 10476210";"Routledge";No;No;0,608;Q2;44;28;80;1443;168;78;2,05;51,54;63,51;1;8;United Kingdom;Western Europe;"Routledge";"1987-1988, 1990-1995, 1998, 2000-2001, 2003-2025";"Education (Q2)";"Social Sciences"
263;19700200807;"Research in Science and Technological Education";journal;"14701138, 02635143";"Taylor and Francis Ltd.";No;No;0,607;Q2;43;22;77;1227;221;77;2,98;55,77;60,42;1;7;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1983-2025";"Multidisciplinary (Q1); Education (Q2)";"Multidisciplinary; Social Sciences"
264;144736;"Innovative Higher Education";journal;"07425627, 15731758";"Springer Netherlands";No;No;0,606;Q2;58;52;115;2497;264;103;2,58;48,02;61,83;4;10;Netherlands;Western Europe;"Springer Netherlands";"1983-2002, 2004-2025";"Education (Q2)";"Social Sciences"
265;29274;"Journal of Geography";journal;"17526868, 00221341";"Taylor and Francis Ltd.";No;No;0,606;Q2;41;14;71;808;168;64;2,30;57,71;51,06;0;3;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1902-2025";"Earth-Surface Processes (Q2); Education (Q2); Geography, Planning and Development (Q2)";"Earth and Planetary Sciences; Social Sciences"
266;5600152817;"Journal of Research in Special Educational Needs";journal;"14713802";"John Wiley and Sons Inc";No;No;0,606;Q2;41;33;97;1570;201;94;1,67;47,58;63,41;1;26;United Kingdom;Western Europe;"John Wiley and Sons Inc";"2007-2025";"Education (Q2)";"Social Sciences"
267;24472;"Children and Society";journal;"09510605, 10990860";"Wiley-Blackwell Publishing Ltd";No;No;0,605;Q2;72;83;142;4315;318;138;1,80;51,99;74,55;13;33;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1987-2025";"Education (Q2); Health (social science) (Q2); Social Work (Q2); Life-span and Life-course Studies (Q3)";"Social Sciences"
268;21100897500;"Education Sciences";journal;"22277102";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,605;Q2;68;936;1507;51959;5373;1479;3,70;55,51;55,58;51;436;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2011-2025";"Computer Science Applications (Q2); Computer Science (miscellaneous) (Q2); Developmental and Educational Psychology (Q2); Education (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Public Administration (Q2)";"Computer Science; Health Professions; Psychology; Social Sciences"
269;14310;"Educational Studies";journal;"03055698, 14653400";"Routledge";No;No;0,605;Q2;58;54;141;2759;337;141;2,13;51,09;52,41;3;16;United Kingdom;Western Europe;"Routledge";"1975-2025";"Education (Q2)";"Social Sciences"
270;19900192134;"Decision Sciences Journal of Innovative Education";journal;"15404609, 15404595";"John Wiley and Sons Ltd";No;No;0,604;Q2;29;18;65;782;137;61;2,24;43,44;23,08;0;6;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2011-2025";"Business, Management and Accounting (miscellaneous) (Q2); Decision Sciences (miscellaneous) (Q2); Education (Q2)";"Business, Management and Accounting; Decision Sciences; Social Sciences"
271;16723;"Journal of Intellectual and Developmental Disability";journal;"13668250, 14699532";"Informa Healthcare";No;No;0,604;Q2;68;38;136;1575;317;131;1,71;41,45;57,03;5;10;United Kingdom;Western Europe;"Informa Healthcare";"1970-1991, 1993-1994, 1996-2025";"Arts and Humanities (miscellaneous) (Q1); Education (Q2); Medicine (miscellaneous) (Q2); Psychology (miscellaneous) (Q2)";"Arts and Humanities; Medicine; Psychology; Social Sciences"
272;19700200808;"Curriculum Journal";journal;"09585176, 14693704";"John Wiley and Sons Inc";No;No;0,603;Q2;50;40;124;1902;268;112;1,67;47,55;53,66;5;14;United Kingdom;Western Europe;"John Wiley and Sons Inc";"1990-2025";"Education (Q2)";"Social Sciences"
273;19700169951;"International Journal of Testing";journal;"15305058, 15327574";"Routledge";No;No;0,602;Q2;29;15;38;786;71;37;1,81;52,40;33,96;2;6;United Kingdom;Western Europe;"Routledge";"2010-2025";"Education (Q2); Modeling and Simulation (Q2); Social Psychology (Q2)";"Mathematics; Psychology; Social Sciences"
274;16100154793;"International Journal of Music Education";journal;"1744795X, 02557614";"SAGE Publications Ltd";No;No;0,601;Q2;39;47;121;2030;254;118;2,28;43,19;56,63;1;13;United Kingdom;Western Europe;"SAGE Publications Ltd";"1996-2025";"Music (Q1); Education (Q2)";"Arts and Humanities; Social Sciences"
275;19700187615;"Leadership and Policy in Schools";journal;"15700763, 17445043";"Taylor and Francis Ltd.";No;No;0,598;Q2;29;54;119;3660;189;119;1,26;67,78;55,46;10;14;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2025";"Education (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Social Sciences"
276;21100898103;"RAUSP Management Journal";journal;"25310488";"Emerald Group Publishing Ltd.";Yes;Yes;0,598;Q2;20;30;101;1559;292;90;1,87;51,97;47,06;0;12;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2018-2025";"Business, Management and Accounting (miscellaneous) (Q2); Education (Q2)";"Business, Management and Accounting; Social Sciences"
277;5700161731;"Journal of Education for Students Placed at Risk";journal;"10824669";"Routledge";No;No;0,597;Q2;27;15;54;909;128;53;1,97;60,60;77,78;0;7;United Kingdom;Western Europe;"Routledge";"2010-2025";"Education (Q2)";"Social Sciences"
278;20748;"Educational Media International";journal;"14695790, 09523987";"Routledge";No;No;0,593;Q2;49;18;63;837;167;62;2,14;46,50;47,37;1;11;United Kingdom;Western Europe;"Routledge";"1978-1979, 1987-2025";"Communication (Q1); Education (Q2)";"Social Sciences"
279;19400158465;"Asia Pacific Journal of Education";journal;"02188791, 17426855";"Routledge";No;No;0,590;Q2;40;72;124;3767;308;120;2,31;52,32;49,67;10;20;United Kingdom;Western Europe;"Routledge";"2008-2025";"Education (Q2)";"Social Sciences"
280;4700152460;"Language Acquisition";journal;"15327817, 10489223";"Psychology Press Ltd";No;No;0,589;Q2;32;18;58;1259;75;56;1,00;69,94;51,11;0;0;United Kingdom;Western Europe;"Psychology Press Ltd";"1990, 1992-1993, 1995, 2005-2025";"Linguistics and Language (Q1); Education (Q2)";"Social Sciences"
281;5700178973;"International Journal of Bilingualism";journal;"13670069";"SAGE Publications Ltd";No;No;0,587;Q2;69;41;249;2262;484;242;1,79;55,17;74,07;0;3;United Kingdom;Western Europe;"SAGE Publications Ltd";"1997-2025";"Linguistics and Language (Q1); Education (Q2)";"Social Sciences"
282;144643;"Learning Organization";journal;"09696474";"Emerald Group Publishing Ltd.";No;No;0,587;Q2;68;43;140;2366;332;129;1,89;55,02;46,15;0;11;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1994-2025";"Education (Q2); Organizational Behavior and Human Resource Management (Q2)";"Business, Management and Accounting; Social Sciences"
283;18400156722;"Research in Comparative and International Education";journal;"17454999";"SAGE Publications Inc.";No;No;0,587;Q2;28;33;81;2256;172;76;1,93;68,36;58,33;3;12;United Kingdom;Western Europe;"SAGE Publications Inc.";"2009-2025";"Education (Q2)";"Social Sciences"
284;145159;"Journal of Deaf Studies and Deaf Education";journal;"14657325, 10814159";"Oxford University Press";No;No;0,584;Q2;75;38;117;2262;234;117;1,96;59,53;69,47;0;14;United Kingdom;Western Europe;"Oxford University Press";"1996, 2004-2024";"Education (Q2); Speech and Hearing (Q2)";"Health Professions; Social Sciences"
285;144811;"International Journal of Construction Education and Research";journal;"15578771, 15503984";"Routledge";No;No;0,583;Q2;29;25;64;1072;131;55;1,84;42,88;37,78;2;9;United Kingdom;Western Europe;"Routledge";"2004, 2006-2025";"Building and Construction (Q2); Education (Q2)";"Engineering; Social Sciences"
286;1000147118;"Journal of Academic Ethics";journal;"15701727";"Springer Netherlands";No;No;0,579;Q2;34;33;85;2012;212;82;2,21;60,97;46,79;1;9;Netherlands;Western Europe;"Springer Netherlands";"2003, 2005-2025";"Arts and Humanities (miscellaneous) (Q1); Philosophy (Q1); Sociology and Political Science (Q1); Education (Q2)";"Arts and Humanities; Social Sciences"
287;24418;"Journal of Geoscience Education";journal;"10899995";"Taylor and Francis Ltd.";No;No;0,576;Q2;46;41;104;2381;267;76;2,23;58,07;56,67;0;20;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2025";"Earth and Planetary Sciences (miscellaneous) (Q2); Education (Q2)";"Earth and Planetary Sciences; Social Sciences"
288;200147103;"Literacy";journal;"17414350";"Wiley-Blackwell Publishing Ltd";No;No;0,576;Q2;35;36;80;1662;154;69;1,67;46,17;77,92;3;10;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2005-2025";"Linguistics and Language (Q1); Education (Q2)";"Social Sciences"
289;11700154505;"Journal of Hospitality, Leisure, Sport and Tourism Education";journal;"14738376";"Elsevier B.V.";No;No;0,575;Q2;46;45;132;2882;500;132;4,04;64,04;40,46;2;19;Netherlands;Western Europe;"Elsevier B.V.";"2008-2025";"Education (Q2); Tourism, Leisure and Hospitality Management (Q2)";"Business, Management and Accounting; Social Sciences"
290;19700187606;"Roeper Review";journal;"1940865X, 02783193";"Taylor and Francis Ltd.";No;No;0,575;Q2;49;29;90;1111;168;53;2,15;38,31;52,50;0;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1978-2025";"Developmental and Educational Psychology (Q2); Education (Q2)";"Psychology; Social Sciences"
291;18400156720;"Policy Futures in Education";journal;"14782103";"SAGE Publications Inc.";No;No;0,568;Q2;36;73;200;3386;442;184;2,06;46,38;55,49;2;33;United Kingdom;Western Europe;"SAGE Publications Inc.";"2009-2025";"Education (Q2)";"Social Sciences"
292;5800179611;"Teacher Development";journal;"13664530, 17475120";"Routledge";No;No;0,568;Q2;38;38;109;2176;181;109;1,51;57,26;62,00;1;8;United Kingdom;Western Europe;"Routledge";"1997-2025";"Education (Q2)";"Social Sciences"
