Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
74;12358;"International Journal of Fuzzy Systems";journal;"15622479, 21993211";"Springer International Publishing AG";No;No;0,714;Q2;67;283;599;12068;2560;592;4,47;42,64;29,65;0;40;Switzerland;Western Europe;"Springer International Publishing AG";"2004-2025";"Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Control and Systems Engineering (Q2); Information Systems (Q2); Software (Q2); Theoretical Computer Science (Q2)";"Computer Science; Engineering; Mathematics"
75;24774;"Knowledge Engineering Review";journal;"14698005, 02698889";"Cambridge University Press";No;No;0,688;Q2;73;10;31;725;122;29;2,16;72,50;30,95;0;0;United Kingdom;Western Europe;"Cambridge University Press";"1984, 1987-2025";"Artificial Intelligence (Q2); Software (Q2)";"Computer Science"
76;24173;"Connection Science";journal;"13600494, 09540091";"Taylor and Francis A.S.";Yes;No;0,681;Q2;52;48;283;2458;1327;281;4,83;51,21;29,82;0;7;United Kingdom;Western Europe;"Taylor and Francis A.S.";"1989-2025";"Artificial Intelligence (Q2); Human-Computer Interaction (Q2); Software (Q2)";"Computer Science"
77;21101049065;"International Journal of Interactive Multimedia and Artificial Intelligence";journal;"19891660";"Universidad Internacional de la Rioja";Yes;Yes;0,672;Q2;27;50;217;2945;709;202;3,35;58,90;26,49;0;9;Spain;Western Europe;"Universidad Internacional de la Rioja";"2019-2024";"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Computer Science Applications (Q2); Computer Vision and Pattern Recognition (Q2); Signal Processing (Q2); Statistics and Probability (Q2)";"Computer Science; Mathematics"
78;24806;"Neural Processing Letters";journal;"13704621, 1573773X";"Springer Netherlands";No;No;0,672;Q2;72;244;1075;10668;3943;1065;3,58;43,72;31,29;0;8;Netherlands;Western Europe;"Springer Netherlands";"1994-2025";"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Software (Q2); Neuroscience (miscellaneous) (Q3)";"Computer Science; Neuroscience"
79;21101058018;"Journal of Physics: Complexity";journal;"2632072X";"IOP Publishing Ltd.";Yes;No;0,641;Q2;19;83;206;4451;521;205;2,08;53,63;20,50;0;15;United Kingdom;Western Europe;"IOP Publishing Ltd.";"2020-2025";"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Computer Science Applications (Q2); Information Systems (Q2)";"Computer Science"
80;28380;"Natural Language Engineering";journal;"14698110, 13513249";"Cambridge University Press";No;No;0,639;Q2;66;39;131;1958;551;128;3,03;50,21;46,28;0;1;United Kingdom;Western Europe;"Cambridge University Press";"1995-2024";"Linguistics and Language (Q1); Artificial Intelligence (Q2); Software (Q2)";"Computer Science; Social Sciences"
81;19900191732;"Argument and Computation";journal;"19462166, 19462174";"SAGE Publications Ltd";Yes;No;0,622;Q2;27;11;39;486;87;36;1,40;44,18;28,00;0;1;United Kingdom;Western Europe;"SAGE Publications Ltd";"2010-2024";"Linguistics and Language (Q1); Artificial Intelligence (Q2); Computational Mathematics (Q2); Computer Science Applications (Q2)";"Computer Science; Mathematics; Social Sciences"
82;21101144505;"Data and Policy";journal;"26323249";"Cambridge University Press";Yes;No;0,622;Q2;15;83;113;4854;373;113;2,93;58,48;37,30;1;46;United Kingdom;Western Europe;"Cambridge University Press";"2020-2025";"Social Sciences (miscellaneous) (Q1); Artificial Intelligence (Q2); Computer Science (miscellaneous) (Q2); Public Administration (Q2)";"Computer Science; Social Sciences"
83;21100199837;"Frontiers in Neurorobotics";journal;"16625218";"Frontiers Media SA";Yes;No;0,618;Q2;56;145;723;6610;2324;661;3,01;45,59;31,97;0;26;Switzerland;Western Europe;"Frontiers Media SA";"2007-2025";"Artificial Intelligence (Q2); Biomedical Engineering (Q2)";"Computer Science; Engineering"
84;21100210905;"i-Perception";journal;"20416695";"SAGE Publications Ltd";Yes;No;0,618;Q2;42;53;171;2191;331;170;1,33;41,34;38,79;0;3;United Kingdom;Western Europe;"SAGE Publications Ltd";"2010-2025";"Artificial Intelligence (Q2); Ophthalmology (Q2); Experimental and Cognitive Psychology (Q3); Sensory Systems (Q3)";"Computer Science; Medicine; Neuroscience; Psychology"
85;24354;"Journal of Automated Reasoning";journal;"15730670, 01687433";"Springer Netherlands";No;No;0,616;Q2;64;24;110;1268;163;106;1,23;52,83;14,29;0;0;Netherlands;Western Europe;"Springer Netherlands";"1985-2025";"Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Software (Q2)";"Computer Science"
86;14500154734;"Evolutionary Intelligence";journal;"18645917, 18645909";"Springer Verlag";No;No;0,609;Q2;44;226;447;11089;1794;441;4,13;49,07;26,84;0;53;Germany;Western Europe;"Springer Verlag";"2008-2025";"Artificial Intelligence (Q2); Computer Vision and Pattern Recognition (Q2); Mathematics (miscellaneous) (Q2); Cognitive Neuroscience (Q3)";"Computer Science; Mathematics; Neuroscience"
87;28424;"Theory and Practice of Logic Programming";journal;"14753081, 14710684";"Cambridge University Press";No;No;0,609;Q2;52;37;122;1361;207;114;1,54;36,78;17,17;0;0;United Kingdom;Western Europe;"Cambridge University Press";"2001-2025";"Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Hardware and Architecture (Q2); Software (Q2); Theoretical Computer Science (Q2)";"Computer Science; Mathematics"
88;12981;"Kybernetes";journal;"0368492X";"Emerald Publishing";No;No;0,606;Q2;59;571;570;40528;2542;564;4,41;70,98;38,41;0;264;United Kingdom;Western Europe;"Emerald Publishing";"1972-2025";"Engineering (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Artificial Intelligence (Q2); Computer Science (miscellaneous) (Q2); Control and Systems Engineering (Q2); Electrical and Electronic Engineering (Q2); Information Systems (Q2); Software (Q2); Theoretical Computer Science (Q2)";"Computer Science; Engineering; Mathematics; Social Sciences"
89;12886;"Cognitive Systems Research";journal;"13890417, 22144366";"Elsevier B.V.";No;No;0,604;Q2;73;93;179;5824;641;175;3,42;62,62;28,63;0;9;Netherlands;Western Europe;"Elsevier B.V.";"1999-2025";"Artificial Intelligence (Q2); Software (Q2); Cognitive Neuroscience (Q3); Experimental and Cognitive Psychology (Q3)";"Computer Science; Neuroscience; Psychology"
90;21100821307;"Applied Computational Intelligence and Soft Computing";journal;"16879724, 16879732";"John Wiley and Sons Ltd";Yes;No;0,602;Q2;26;33;130;1707;661;129;4,74;51,73;25,47;0;12;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2016-2024";"Computational Mechanics (Q1); Artificial Intelligence (Q2); Civil and Structural Engineering (Q2); Computer Networks and Communications (Q2); Computer Science Applications (Q2)";"Computer Science; Engineering"
91;21101063730;"IET Smart Cities";journal;"26317680";"John Wiley and Sons Inc";Yes;No;0,588;Q2;19;27;66;1125;226;58;3,00;41,67;21,49;0;26;United Kingdom;Western Europe;"John Wiley and Sons Inc";"2019-2025";"Urban Studies (Q1); Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Computer Science Applications (Q2); Control and Systems Engineering (Q2); Electrical and Electronic Engineering (Q2); Software (Q2)";"Computer Science; Engineering; Social Sciences"
92;21101060462;"Results in Control and Optimization";journal;"26667207";"Elsevier B.V.";Yes;No;0,586;Q2;19;165;233;7384;998;233;4,43;44,75;24,68;0;69;Netherlands;Western Europe;"Elsevier B.V.";"2020-2025";"Applied Mathematics (Q2); Artificial Intelligence (Q2); Control and Optimization (Q2); Control and Systems Engineering (Q2); Modeling and Simulation (Q2)";"Computer Science; Engineering; Mathematics"
93;23737;"Computational Intelligence";journal;"08247935, 14678640";"Wiley-Blackwell Publishing Ltd";No;No;0,578;Q2;60;98;228;4457;981;221;3,33;45,48;30,25;0;25;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1985-2025";"Artificial Intelligence (Q2); Computational Mathematics (Q2)";"Computer Science; Mathematics"
94;21101254818;"EAI Endorsed Transactions on AI and Robotics";journal;"27907511";"European Alliance for Innovation";No;No;0,578;Q2;11;24;36;1098;158;36;4,39;45,75;27,45;0;9;Belgium;Western Europe;"European Alliance for Innovation";"2022-2025";"Artificial Intelligence (Q2); Computer Science Applications (Q2); Computer Science (miscellaneous) (Q2); Engineering (miscellaneous) (Q2)";"Computer Science; Engineering"
95;23678;"Artificial Intelligence for Engineering Design, Analysis and Manufacturing: AIEDAM";journal;"08900604, 14691760";"Cambridge University Press";No;No;0,574;Q2;62;27;89;1453;259;86;2,97;53,81;21,11;0;11;United Kingdom;Western Europe;"Cambridge University Press";"1987-2025";"Artificial Intelligence (Q2); Industrial and Manufacturing Engineering (Q2)";"Computer Science; Engineering"
96;21101063736;"IFAC Journal of Systems and Control";journal;"24686018";"Elsevier B.V.";No;No;0,569;Q2;16;55;68;2101;173;68;2,08;38,20;17,44;0;8;United Kingdom;Western Europe;"Elsevier B.V.";"2017-2025";"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Computer Science Applications (Q2); Control and Systems Engineering (Q2); Management Science and Operations Research (Q2); Modeling and Simulation (Q2)";"Computer Science; Decision Sciences; Engineering; Mathematics"
97;130113;"Cognitive Processing";journal;"16124782, 16124790";"Springer Verlag";No;No;0,568;Q2;56;94;159;5460;299;158;1,68;58,09;46,86;1;5;Germany;Western Europe;"Springer Verlag";"2005-2025";"Artificial Intelligence (Q2); Medicine (miscellaneous) (Q2); Cognitive Neuroscience (Q3); Experimental and Cognitive Psychology (Q3)";"Computer Science; Medicine; Neuroscience; Psychology"
98;21100912216;"IET Cyber-Physical Systems: Theory and Applications";journal;"23983396";"John Wiley &amp; Sons Inc.";Yes;No;0,567;Q2;23;40;62;1548;153;59;1,34;38,70;30,00;0;11;United Kingdom;Western Europe;"John Wiley &amp; Sons Inc.";"2016-2025";"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Computer Science Applications (Q2); Electrical and Electronic Engineering (Q2); Information Systems (Q2)";"Computer Science; Engineering"
99;144749;"International Journal of Advanced Robotic Systems";journal;"17298806";"SAGE Publications Inc.";Yes;No;0,562;Q3;70;70;243;2325;760;243;2,65;33,21;29,18;0;9;United Kingdom;Western Europe;"SAGE Publications Inc.";"2004-2025";"Computer Science Applications (Q2); Software (Q2); Artificial Intelligence (Q3)";"Computer Science"
100;24822;"Pattern Analysis and Applications";journal;"1433755X, 14337541";"Springer London";No;No;0,559;Q3;66;153;303;6963;1039;301;2,65;45,51;30,54;0;18;United Kingdom;Western Europe;"Springer London";"1998-2025";"Computer Vision and Pattern Recognition (Q2); Artificial Intelligence (Q3)";"Computer Science"
101;21101152520;"Robotic Intelligence and Automation";journal;"27546977, 27546969";"Emerald Publishing";No;No;0,557;Q3;53;67;178;2974;483;176;3,06;44,39;28,14;0;13;United Kingdom;Western Europe;"Emerald Publishing";"2023-2025";"Computer Science Applications (Q2); Control and Systems Engineering (Q2); Electrical and Electronic Engineering (Q2); Industrial and Manufacturing Engineering (Q2); Artificial Intelligence (Q3); Human-Computer Interaction (Q3)";"Computer Science; Engineering"
102;18078;"Robotica";journal;"02635747, 14698668";"Cambridge University Press";No;No;0,556;Q3;78;241;561;9871;1669;559;3,10;40,96;24,21;0;52;United Kingdom;Western Europe;"Cambridge University Press";"1983-2025";"Computational Mechanics (Q2); Computer Science Applications (Q2); Computer Vision and Pattern Recognition (Q2); Control and Optimization (Q2); Control and Systems Engineering (Q2); Mathematics (miscellaneous) (Q2); Mechanical Engineering (Q2); Modeling and Simulation (Q2); Rehabilitation (Q2); Software (Q2); Artificial Intelligence (Q3)";"Computer Science; Engineering; Mathematics; Medicine"
103;21101052354;"Frontiers in Big Data";journal;"2624909X";"Frontiers Media SA";Yes;No;0,554;Q3;33;103;384;5522;1318;351;2,77;53,61;30,00;0;36;Switzerland;Western Europe;"Frontiers Media SA";"2018-2025";"Computer Science (miscellaneous) (Q2); Information Systems (Q2); Artificial Intelligence (Q3)";"Computer Science"
104;26138;"Parallel Computing";journal;"01678191";"Elsevier B.V.";No;No;0,541;Q3;72;21;140;888;378;136;2,64;42,29;24,24;0;0;Netherlands;Western Europe;"Elsevier B.V.";"1984-2025";"Computer Graphics and Computer-Aided Design (Q2); Computer Networks and Communications (Q2); Hardware and Architecture (Q2); Software (Q2); Artificial Intelligence (Q3); Theoretical Computer Science (Q3)";"Computer Science; Mathematics"
105;24357;"Journal of Experimental and Theoretical Artificial Intelligence";journal;"13623079, 0952813X";"Taylor and Francis Ltd.";No;No;0,535;Q3;55;107;175;5407;542;175;2,93;50,53;29,79;0;16;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1989-2025";"Software (Q2); Artificial Intelligence (Q3); Theoretical Computer Science (Q3)";"Computer Science; Mathematics"
106;21101199913;"IET Blockchain";journal;"26341573";"John Wiley and Sons Inc";Yes;No;0,532;Q3;9;42;46;1838;164;44;3,61;43,76;34,07;0;10;United Kingdom;Western Europe;"John Wiley and Sons Inc";"2021-2025";"Computer Networks and Communications (Q2); Computer Science Applications (Q2); Information Systems (Q2); Artificial Intelligence (Q3)";"Computer Science"
107;21101017166;"KI - Kunstliche Intelligenz";journal;"16101987, 09331875";"Springer International Publishing";No;No;0,522;Q3;34;54;109;2101;388;82;1,92;38,91;17,32;1;9;Switzerland;Western Europe;"Springer International Publishing";"2010-2025";"Artificial Intelligence (Q3)";"Computer Science"
108;12795;"Perception";journal;"14684233, 03010066";"SAGE Publications Inc.";No;No;0,515;Q3;106;59;192;2156;278;180;1,14;36,54;41,56;0;1;United Kingdom;Western Europe;"SAGE Publications Inc.";"1972-2025";"Ophthalmology (Q2); Artificial Intelligence (Q3); Experimental and Cognitive Psychology (Q3); Sensory Systems (Q3)";"Computer Science; Medicine; Neuroscience; Psychology"
109;12962;"Journal of Intelligent Systems";journal;"03341860, 2191026X";"Walter de Gruyter GmbH";Yes;No;0,500;Q3;35;102;259;3913;992;258;3,76;38,36;40,87;0;37;Germany;Western Europe;"Walter de Gruyter GmbH";"1991-2002, 2004-2025";"Information Systems (Q2); Software (Q2); Artificial Intelligence (Q3)";"Computer Science"
110;15552;"Microprocessors and Microsystems";journal;"01419331";"Elsevier B.V.";No;No;0,493;Q3;59;66;931;2781;3007;930;3,99;42,14;18,82;0;14;Netherlands;Western Europe;"Elsevier B.V.";"1978-2025";"Computer Networks and Communications (Q2); Hardware and Architecture (Q2); Software (Q2); Artificial Intelligence (Q3)";"Computer Science"
111;15435;"Journal of Consciousness Studies";journal;"20512201, 13558250";"Imprint Academic";No;No;0,492;Q3;77;64;218;2953;309;192;1,25;46,14;20,00;0;2;United Kingdom;Western Europe;"Imprint Academic";"1996-2025";"Philosophy (Q1); Ecology, Evolution, Behavior and Systematics (Q2); Artificial Intelligence (Q3); Psychology (miscellaneous) (Q3)";"Agricultural and Biological Sciences; Arts and Humanities; Computer Science; Psychology"
112;21101076317;"Intelligence-Based Medicine";journal;"26665212";"Elsevier B.V.";Yes;No;0,490;Q3;15;53;70;2185;231;64;3,30;41,23;36,89;0;26;Netherlands;Western Europe;"Elsevier B.V.";"2020, 2022-2025";"Computer Science Applications (Q2); Artificial Intelligence (Q3); Health Informatics (Q3); Medicine (miscellaneous) (Q3)";"Computer Science; Medicine"
113;21101243610;"Intelligent Transportation Infrastructure";journal;"27529991";"Oxford University Press";No;No;0,480;Q3;6;24;48;1143;117;47;2,44;47,63;32,00;0;12;United Kingdom;Western Europe;"Oxford University Press";"2022-2025";"Building and Construction (Q2); Civil and Structural Engineering (Q2); Mathematics (miscellaneous) (Q2); Artificial Intelligence (Q3); Computer Science Applications (Q3); Transportation (Q3)";"Computer Science; Engineering; Mathematics; Social Sciences"
114;21101044881;"International Journal of Serious Games";journal;"23848766";"Serious Games Society";Yes;Yes;0,480;Q3;14;33;88;1619;215;74;2,20;49,06;35,14;0;8;Italy;Western Europe;"Serious Games Society";"2019-2024";"Applied Mathematics (Q2); Computer Graphics and Computer-Aided Design (Q2); Education (Q2); Artificial Intelligence (Q3); Human-Computer Interaction (Q3); Software (Q3)";"Computer Science; Mathematics; Social Sciences"
115;21100781972;"Progress in Artificial Intelligence";journal;"21926360, 21926352";"Springer Nature";No;No;0,476;Q3;32;38;82;1681;310;82;3,71;44,24;25,00;0;10;Germany;Western Europe;"Springer Nature";"2012-2025";"Artificial Intelligence (Q3)";"Computer Science"
116;21100873335;"Journal of Control and Decision";journal;"23307714, 23307706";"Taylor and Francis Ltd.";No;No;0,475;Q3;24;157;177;5626;477;176;2,93;35,83;29,06;0;19;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2014-2025";"Computer Networks and Communications (Q2); Control and Optimization (Q2); Control and Systems Engineering (Q2); Information Systems (Q2); Artificial Intelligence (Q3); Human-Computer Interaction (Q3); Signal Processing (Q3)";"Computer Science; Engineering; Mathematics"
117;144945;"Networks and Spatial Economics";journal;"1566113X";"Kluwer Academic Publishers";No;No;0,472;Q3;61;56;107;2657;219;104;1,67;47,45;27,74;0;28;Netherlands;Western Europe;"Kluwer Academic Publishers";"2005-2025";"Computer Networks and Communications (Q2); Artificial Intelligence (Q3); Software (Q3)";"Computer Science"
118;12409;"Multidimensional Systems and Signal Processing";journal;"15730824, 09236082";"Springer Netherlands";No;No;0,465;Q3;48;6;155;236;449;155;2,62;39,33;43,75;0;0;Netherlands;Western Europe;"Springer Netherlands";"1990-2025";"Applied Mathematics (Q2); Information Systems (Q2); Artificial Intelligence (Q3); Computer Science Applications (Q3); Hardware and Architecture (Q3); Signal Processing (Q3); Software (Q3)";"Computer Science; Mathematics"
119;21101081506;"Journal of Financial Data Science";journal;"26403951, 26403943";"With intelligence";No;No;0,459;Q3;16;35;106;1167;185;102;1,01;33,34;16,22;0;0;United Kingdom;Western Europe;"With intelligence";"2019-2025";"Business and International Management (Q2); Business, Management and Accounting (miscellaneous) (Q2); Computational Theory and Mathematics (Q2); Finance (Q2); Information Systems (Q2); Information Systems and Management (Q2); Strategy and Management (Q2); Artificial Intelligence (Q3)";"Business, Management and Accounting; Computer Science; Decision Sciences; Economics, Econometrics and Finance"
120;24358;"Journal of Heuristics";journal;"13811231, 15729397";"Springer Netherlands";No;No;0,458;Q3;75;14;74;522;159;73;1,82;37,29;20,00;0;2;Netherlands;Western Europe;"Springer Netherlands";"1995-2025";"Computer Networks and Communications (Q2); Information Systems (Q2); Artificial Intelligence (Q3); Control and Optimization (Q3); Management Science and Operations Research (Q3); Software (Q3)";"Computer Science; Decision Sciences; Mathematics"
121;21101048389;"CCF Transactions on Pervasive Computing and Interaction";journal;"25245228, 2524521X";"Springer Verlag";No;No;0,445;Q3;18;32;86;1568;250;83;2,75;49,00;37,17;0;5;Germany;Western Europe;"Springer Verlag";"2019-2025";"Computer Networks and Communications (Q2); Artificial Intelligence (Q3); Computer Science Applications (Q3); Human-Computer Interaction (Q3)";"Computer Science"
122;21101190270;"Journal of Computational Mathematics and Data Science";journal;"27724158";"Elsevier B.V.";Yes;No;0,433;Q3;12;16;52;641;216;52;4,59;40,06;27,78;0;1;Netherlands;Western Europe;"Elsevier B.V.";"2021-2025";"Applied Mathematics (Q2); Artificial Intelligence (Q3); Computational Mathematics (Q3); Computer Science Applications (Q3)";"Computer Science; Mathematics"
123;21100900308;"Intelligenza Artificiale";journal;"17248035, 22110097";"SAGE Publications Ltd";No;No;0,430;Q3;9;19;35;1045;79;34;1,50;55,00;31,67;0;3;Netherlands;Western Europe;"SAGE Publications Ltd";"2018-2024";"Artificial Intelligence (Q3)";"Computer Science"
124;12931;"Cybernetics and Systems";journal;"10876553, 01969722";"Taylor and Francis Ltd.";No;No;0,424;Q3;49;112;204;4281;559;198;2,76;38,22;27,27;0;31;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1980-2025";"Artificial Intelligence (Q3); Information Systems (Q3); Software (Q3)";"Computer Science"
125;23670;"Annals of Mathematics and Artificial Intelligence";journal;"15737470, 10122443";"Springer Netherlands";No;No;0,419;Q3;61;81;161;3134;232;149;1,50;38,69;22,75;0;4;Netherlands;Western Europe;"Springer Netherlands";"1990-2025";"Applied Mathematics (Q3); Artificial Intelligence (Q3)";"Computer Science; Mathematics"
126;21100790723;"Computability";journal;"22113576, 22113568";"SAGE Publications Ltd";No;No;0,416;Q3;13;22;54;718;29;52;0,69;32,64;15,09;0;0;Netherlands;Western Europe;"SAGE Publications Ltd";"2012-2024";"Artificial Intelligence (Q3); Computational Theory and Mathematics (Q3); Computer Science Applications (Q3); Theoretical Computer Science (Q3)";"Computer Science; Mathematics"
127;23635;"Adaptive Behavior";journal;"17412633, 10597123";"SAGE Publications Ltd";No;No;0,413;Q3;60;42;142;2973;239;127;1,40;70,79;22,50;0;3;United Kingdom;Western Europe;"SAGE Publications Ltd";"1992-2025";"Philosophy (Q1); Artificial Intelligence (Q3); Experimental and Cognitive Psychology (Q3); Behavioral Neuroscience (Q4)";"Arts and Humanities; Computer Science; Neuroscience; Psychology"
128;21101019334;"Journal of Business Analytics";journal;"2573234X, 25732358";"Taylor and Francis Ltd.";No;No;0,382;Q3;12;21;43;1503;122;42;2,40;71,57;31,25;0;3;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2018-2025";"Industrial and Manufacturing Engineering (Q2); Information Systems and Management (Q2); Management Information Systems (Q2); Artificial Intelligence (Q3); Information Systems (Q3); Management Science and Operations Research (Q3); Statistics, Probability and Uncertainty (Q3)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering"
129;23617;"AI Communications";journal;"09217126";"SAGE Publications Ltd";No;No;0,372;Q3;46;25;69;1053;126;66;1,20;42,12;24,64;0;3;Netherlands;Western Europe;"SAGE Publications Ltd";"1987-2024";"Artificial Intelligence (Q3)";"Computer Science"
130;23917;"Journal of Intelligent and Fuzzy Systems";journal;"18758967, 10641246";"SAGE Publications Ltd";No;No;0,364;Q3;89;619;3773;24600;7753;3763;1,71;39,74;35,62;0;150;Netherlands;Western Europe;"SAGE Publications Ltd";"1993-2024";"Engineering (miscellaneous) (Q2); Artificial Intelligence (Q3); Statistics and Probability (Q3)";"Computer Science; Engineering; Mathematics"
131;24175;"Constraints";journal;"15729354, 13837133";"Springer Netherlands";No;No;0,355;Q3;49;11;39;553;58;35;1,47;50,27;14,29;0;0;Netherlands;Western Europe;"Springer Netherlands";"1996-2024";"Artificial Intelligence (Q3); Computational Theory and Mathematics (Q3); Discrete Mathematics and Combinatorics (Q3); Software (Q3)";"Computer Science; Mathematics"
132;21101077110;"Cognitive Computation and Systems";journal;"25177567";"John Wiley and Sons Inc";Yes;No;0,353;Q3;12;13;94;459;198;92;2,00;35,31;22,86;0;2;United Kingdom;Western Europe;"John Wiley and Sons Inc";"2019-2025";"Artificial Intelligence (Q3); Computer Science Applications (Q3); Computer Vision and Pattern Recognition (Q3); Experimental and Cognitive Psychology (Q3); Cognitive Neuroscience (Q4)";"Computer Science; Neuroscience; Psychology"
133;21100826286;"Fuzzy Information and Engineering";journal;"16168658, 16168666";"Tsinghua University Press";Yes;Yes;0,353;Q3;27;20;81;750;177;81;2,18;37,50;23,40;0;1;United Kingdom;Western Europe;"Tsinghua University Press";"2011, 2014-2024";"Industrial and Manufacturing Engineering (Q2); Applied Mathematics (Q3); Artificial Intelligence (Q3); Control and Systems Engineering (Q3); Information Systems (Q3); Logic (Q3); Management Science and Operations Research (Q3); Theoretical Computer Science (Q3)";"Computer Science; Decision Sciences; Engineering; Mathematics"
134;21101200903;"International Journal of Hybrid Intelligent Systems";journal;"18758819, 14485869";"SAGE Publications Ltd";No;No;0,349;Q3;10;12;36;535;76;36;1,92;44,58;15,63;0;5;Netherlands;Western Europe;"SAGE Publications Ltd";"2019-2024";"Artificial Intelligence (Q3); Mathematics (miscellaneous) (Q3)";"Computer Science; Mathematics"
135;27190;"Machine Translation";journal;"09226567, 15730573";"Springer Science and Business Media B.V.";No;No;0,345;Q3;36;0;31;0;89;29;0,00;0,00;0,00;0;0;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1989-2021";"Linguistics and Language (Q2); Artificial Intelligence (Q3); Software (Q3)";"Computer Science; Social Sciences"
136;21100466219;"Journal on Data Semantics";journal;"18612040, 18612032";"Springer International Publishing AG";No;No;0,332;Q3;21;0;19;0;32;17;0,00;0,00;0,00;0;0;Switzerland;Western Europe;"Springer International Publishing AG";"2012-2021";"Artificial Intelligence (Q3); Computer Networks and Communications (Q3); Information Systems (Q3)";"Computer Science"
137;19700181256;"Constructivist Foundations";journal;"1782348X";"Vrije Universiteit Brussel";No;No;0,319;Q3;26;42;276;684;133;275;0,50;16,29;20,51;0;2;Belgium;Western Europe;"Vrije Universiteit Brussel";"2010-2024";"Philosophy (Q1); History and Philosophy of Science (Q2); Multidisciplinary (Q2); Artificial Intelligence (Q3); Education (Q3); Cognitive Neuroscience (Q4)";"Arts and Humanities; Computer Science; Multidisciplinary; Neuroscience; Social Sciences"
138;21100853738;"ROBOMECH Journal";journal;"21974225";"Springer International Publishing AG";Yes;No;0,311;Q3;22;18;80;528;137;80;2,13;29,33;9,38;0;4;Switzerland;Western Europe;"Springer International Publishing AG";"2014-2025";"Artificial Intelligence (Q3); Control and Optimization (Q3); Instrumentation (Q3); Mechanical Engineering (Q3); Modeling and Simulation (Q3)";"Computer Science; Engineering; Mathematics; Physics and Astronomy"
139;21101134735;"Data Science";journal;"24518484, 24518492";"SAGE Publications Ltd";Yes;No;0,298;Q3;13;5;29;211;54;28;1,59;42,20;37,50;0;0;Netherlands;Western Europe;"SAGE Publications Ltd";"2017, 2019-2024";"Artificial Intelligence (Q3); Computational Mathematics (Q3); Computer Science (miscellaneous) (Q3); Information Systems (Q3); Modeling and Simulation (Q3); Statistics and Probability (Q3)";"Computer Science; Mathematics"
140;19900193685;"International Journal of Knowledge-Based and Intelligent Engineering Systems";journal;"13272314, 18758827";"SAGE Publications Ltd";No;No;0,295;Q3;25;29;96;1820;171;96;2,09;62,76;39,68;0;12;Netherlands;Western Europe;"SAGE Publications Ltd";"2004-2024";"Artificial Intelligence (Q3); Control and Systems Engineering (Q3); Software (Q3); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)";"Computer Science; Decision Sciences; Engineering; Mathematics"
141;11300153726;"Intelligent Data Analysis";journal;"1088467X, 15714128";"SAGE Publications Ltd";No;No;0,286;Q3;55;71;254;2977;321;238;1,03;41,93;31,96;0;7;Netherlands;Western Europe;"SAGE Publications Ltd";"1997-2024";"Artificial Intelligence (Q3); Computer Vision and Pattern Recognition (Q3); Theoretical Computer Science (Q4)";"Computer Science; Mathematics"
142;24258;"Inteligencia Artificial";journal;"11373601";"Asociacion Espanola de Inteligencia Artificial";Yes;Yes;0,251;Q4;16;27;64;1032;110;64;1,75;38,22;33,87;0;6;Spain;Western Europe;"Asociacion Espanola de Inteligencia Artificial";"2004-2010, 2012-2025";"Artificial Intelligence (Q4); Software (Q4)";"Computer Science"
143;21100211724;"Intelligent Decision Technologies";journal;"18724981, 18758843";"SAGE Publications Ltd";No;No;0,250;Q4;20;204;206;6700;308;196;1,42;32,84;35,32;0;64;Netherlands;Western Europe;"SAGE Publications Ltd";"2007-2024";"Computer Vision and Pattern Recognition (Q3); Artificial Intelligence (Q4); Human-Computer Interaction (Q4); Software (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Computer Science; Decision Sciences; Mathematics"
144;21101180711;"Rivista Italiana di Informatica e Diritto";journal;"27047318";"Consiglio Nazionale delle Ricerche";Yes;Yes;0,250;Q4;4;62;94;1977;25;89;0,32;31,89;48,08;0;26;Italy;Western Europe;"Consiglio Nazionale delle Ricerche";"2019-2024";"Law (Q2); Computer Science Applications (Q3); Information Systems (Q3); Artificial Intelligence (Q4)";"Computer Science; Social Sciences"
